Fire Name,Acres,Ignition Date,Fire Type,Fire ID
LION,1766,1991-10-20,Wildfire,CA3455811920219911020
SAGE/ALISO,1735,2002-02-26,Prescribed Fire,CA3455811979820020226
HAUSER,2139,2003-07-24,Wildfire,CA3456411829420030724
UNNAMED,1942,1998-10-16,Wildfire,CA3456611968919981016
WHITTIER CA-LBOR-001770,18510,2017-07-08,Wildfire,CA3456711995220170708
BARSTOW,1060,1996-05-03,Wildfire,CA3457511701819960503
CROWN,14033,2010-07-29,Wildfire,CA3457611822820100729
RANGE,1285,1997-09-23,Wildfire,CA3458412028519970923
LEONA,5089,2002-09-03,Wildfire,CA3458511827520020903
MARPLE,20416,1996-08-26,Wildfire,CA3458611866319960826
GORGE,1716,1996-07-11,Wildfire,CA3459211877319960711
WOLF,21097,2002-06-01,Wildfire,CA3459311921120020601
RUBY,10001,1987-09-20,Wildfire,CA3459411855519870920
UNNAMED,2447,2002-06-23,Wildfire,CA3459411948820020623
POWERHOUSE,32329,2013-05-30,Wildfire,CA3459511843720130530
UNNAMED,4709,1988-08-19,Wildfire,CA3459611987319880819
EAST,1403,2004-08-07,Wildfire,CA3459711869120040807
UNNAMED,2720,1985-09-12,Wildfire,CA3460411991919850912
UNNAMED,3588,1988-03-28,Wildfire,CA3460611971319880328
SANTA CRUZ,1974,2005-11-03,Prescribed Fire,CA3461011991320051103
OGILVY,4048,1998-10-16,Wildfire,CA3461311962519981016
DAY,159713,2006-09-04,Wildfire,CA3461511897120060904
UNNAMED,1807,1994-06-01,Wildfire,CA3461911968819940601
LEONA,1019,1986-07-03,Wildfire,CA3462911830219860703
PINE,2345,2016-06-30,Wildfire,CA3463111923020160630
UNNAMED,4396,1986-09-15,Wildfire,CA3463411989219860915
SANTA ROSA,2829,1997-08-20,Wildfire,CA3463412033019970820
LAZARO VMP,5268,2000-01-08,Prescribed Fire,CA3463811989420000108
SAN FRANCISCO,2343,1989-06-28,Wildfire,CA3464911838419890628
BEAR CREEK,1311,2010-10-28,Wildfire,CA3465412058320101028
FISH,4052,1987-10-02,Wildfire,CA3466411915219871002
MUNZ,1393,2005-06-27,Wildfire,CA3469311837020050627
ZACA,241846,2007-07-04,Wildfire,CA3469511965920070704
STODDARD 4,2493,1993-07-20,Wildfire,CA3469811712319930720
STODDARD 2,2458,1984-05-12,Wildfire,CA3470111707519840512
HALOWEEN,1154,1997-10-31,Wildfire,CA3470612057719971031
AZALEA,1368,1997-09-27,Wildfire,CA3471012049419970927
CANYON,12749,2016-09-18,Wildfire,CA3472012055020160918
CACHUMA,1067,2004-05-03,Wildfire,CA3472411990120040503
MARRE,44309,1993-09-25,Wildfire,CA3472511995719930925
OAK HILL,1987,1994-10-09,Wildfire,CA3473112044619941009
COPCO,1512,2002-06-18,Wildfire,CA3474011878120020618
PINE,18309,2004-07-12,Wildfire,CA3474111860820040712
POPPY FIRE,1227,1986-08-17,Wildfire,CA3474511837119860817
GORMAN,2606,2007-05-19,Wildfire,CA3475811881220070519
HARRIS,9274,2000-09-13,Wildfire,CA3478112048620000913
UNNAMED,1172,1997-05-08,Wildfire,CA3480011967619970508
QUAIL,4949,2006-08-13,Wildfire,CA3480511881920060813
MINUTEMAN,3159,1984-05-07,Wildfire,CA3480712050119840507
GORMAN,2439,2005-09-03,Wildfire,CA3481111887720050903
UNNAMED,1112,1985-09-12,Wildfire,CA3481412033519850912
GRAND,4526,2013-05-15,Wildfire,CA3481811891020130515
POST,1454,2010-08-24,Wildfire,CA3483911890520100824
CASMALIA,1368,1993-06-15,Wildfire,CA3484512056319930615
PERKINS,14342,2006-06-19,Wildfire,CA3485111969520060619
TEJON,1195,2003-06-30,Wildfire,CA3485211888620030630
UNNAMED,1539,1984-06-30,Unknown,CA3485611858619840630
SYCAMORE CANYON,1894,1987-04-01,Prescribed Fire,CA3488111871919870401
COCHEO,1510,1989-06-14,Wildfire,CA3488112062219890614
UNNAMED,1062,1999-07-26,Wildfire,CA3489011892119990726
LECHERIA CANYON,1534,1989-01-06,Prescribed Fire,CA3489811867019890106
STONE,1659,2018-06-04,Wildfire,CA3490011851020180604
GRAPEVINE,1955,2003-07-20,Wildfire,CA3490211891020030720
BLUE,1977,1984-08-10,Wildfire,CA3490511928619840810
ALISO,3404,1994-07-30,Wildfire,CA3490911972919940730
RIDGE,2487,2006-07-22,Wildfire,CA3491311929720060722
SANTIAGO,1623,1988-06-21,Wildfire,CA3491611929919880621
WASIOJA,2989,1996-07-03,Wildfire,CA3491911980619960703
CUYAMA,1663,1996-07-03,Wildfire,CA3492011967219960703
BALD,2075,2006-07-22,Wildfire,CA3493011996120060722
LA BREA,84213,2009-08-08,Wildfire,CA3493612002720090808
WHITEOAK,8404,1996-07-23,Wildfire,CA3494811847319960723
HUDSON,1186,2017-07-18,Wildfire,CA3496111944820170718
LOPEZ,1627,1995-07-30,Wildfire,CA3498511848219950730
WHITE,11784,2007-06-24,Wildfire,CA3498611843120070624
MIDDLE RIDGE,5362,1992-08-22,Wildfire,CA3498911865719920822
UNNAMED,1507,2007-02-21,Unknown,CA3498912016320070221
COLSON,1573,2006-01-09,Prescribed Fire,CA3499012015320060109
TOUGH NUT,1139,2006-07-20,Wildfire,CA3500111552420060720
SPANISH,3266,1994-09-08,Wildfire,CA3500411993619940908
LIGHTNING,1141,2003-07-16,Wildfire,CA3500511465220030716
UNNAMED,1068,1995-06-22,Unknown,CA3501711684319950622
ALAMO,29256,2017-07-06,Wildfire,CA3502012029920170706
SPANISH,14518,1999-07-18,Wildfire,CA3502111998319990718
WESTFIELD,1478,1996-10-28,Wildfire,CA3502311937719961028
SABODAN,1950,1993-05-10,Wildfire,CA3502511902319930510
ELK,1810,1995-06-25,Wildfire,CA3502811950619950625
SUEY RANCH WEST,1262,1986-10-25,Wildfire,CA3503412024819861025
SODA,2214,2016-06-05,Wildfire,CA3504011960120160605
UNNAMED,1353,1986-08-30,Wildfire,CA3504012031719860830
TEJON,7659,1990-08-07,Wildfire,CA3504111860819900807
CHIMNEY,1275,2003-08-10,Wildfire,CA3504112020920030810
SLU-0864,3546,1987-05-05,Wildfire,CA3504112034719870505
UNNAMED,2356,1985-07-26,Wildfire,CA3504412005619850726
CUYAMA,1050,2006-10-11,Wildfire,CA3505011989520061011
COTTON,2083,2010-05-15,Wildfire,CA3506111988620100515
WEST,1790,2010-07-17,Wildfire,CA3506611841220100717
CANYON,14707,2011-09-04,Wildfire,CA3507211843420110904
PORTER VMP,2598,2008-11-08,Prescribed Fire,CA3507212030220081108
UNNAMED,1923,1995-09-24,Wildfire,CA3507312029919950924
HACKBERRY COMPLEX,69967,2005-06-22,Wildfire,CA3508611531720050622
HIGH,1031,2005-07-09,Wildfire,CA3509311838420050709
SHELL PEAK,1777,1984-05-28,Prescribed Fire,CA3509712015419840528
SAND,1380,2012-07-17,Wildfire,CA3510511831220120717
UNNAMED,2437,1987-05-05,Wildfire,CA3510711875219870505
CAMPODOCINO,1252,1988-10-14,Prescribed Fire,CA3511212049519881014
LOGAN,49627,1997-08-04,Wildfire,CA3511312010319970804
WASH,1039,2010-05-15,Wildfire,CA3511611978620100515
COMANCHE,25965,2011-09-10,Wildfire,CA3511711878320110910
FRONT,1126,2018-08-19,Wildfire,CA3511712010020180819
KEENE COMPLEX,8769,2011-09-10,Wildfire,CA3511811837820110910
BALD,3336,1995-10-27,Wildfire,CA3512212033519951027
BAR-4-L BOYSEN RI,1481,1987-08-25,Prescribed Fire,CA3512212043719870825
CENTRWELL,2019,1997-06-08,Prescribed Fire,CA3512511973519970608
UNNAMED,3285,1987-09-11,Wildfire,CA3512811868019870911
UNNAMED,1604,1996-06-22,Wildfire,CA3514011979419960622
UNNAMED,2053,1984-06-21,Unknown,CA3514112020419840621
TAR SPRINGS WEST,1238,1995-10-22,Prescribed Fire,CA3514312046219951022
UNNAMED,1498,1990-09-10,Wildfire,CA3515012032019900910
SHELL,5726,2000-07-22,Wildfire,CA3515111961720000722
DYKE DAVID TALLEY VMP,1434,2002-10-30,Prescribed Fire,CA3515112046320021030
KELLER,1138,1995-08-29,Wildfire,CA3515211854719950829
OPAL 2,1458,1994-08-13,Wildfire,CA3515511711219940813
UNNAMED,1219,1987-09-11,Wildfire,CA3516711873119870911
OPAL 2,8250,1993-08-27,Wildfire,CA3517811715019930827
UNNAMED,1320,2003-07-21,Wildfire,CA3518011847820030721
NSCRIPTION,4710,1986-05-30,Wildfire,CA3518311714319860530
RANCHITA,1895,1986-08-26,Wildfire,CA3518512041619860826
AMERICAN,1609,1997-09-19,Wildfire,CA3518711989619970919
BONNHEIM,1622,1984-06-29,Wildfire,CA3519712039419840629
SODA,3423,1994-05-23,Wildfire,CA3520611991719940523
OVERLOOK,2901,1996-05-20,Wildfire,CA3520911991019960520
MOCAL,1037,2006-05-29,Wildfire,CA3521111967620060529
DEER,1885,2016-07-01,Wildfire,CA3521211873720160701
UNNAMED,3076,1993-05-13,Wildfire,CA3522311949619930513
MIDWAY COMPLEX,6791,1997-06-20,Wildfire,CA3522611952219970620
DERBY ACRE,1655,1986-07-17,Wildfire,CA3524011954519860717
VALLEY,3790,1993-06-22,Wildfire,CA3524611953619930622
HONOLULU,3103,1995-08-15,Wildfire,CA3524811952119950815
UNNAMED,1910,1984-06-21,Unknown,CA3525311948619840621
MORETZZ,1585,1984-05-29,Wildfire,CA3525312054719840529
FORT PIUTE,6350,1994-06-28,Wildfire,CA3525911502319940628
PEAK,1316,2000-08-02,Wildfire,CA3525911854920000802
SEVEN MILE,2716,1996-05-23,Wildfire,CA3526211986019960523
SIMMLER,1211,1995-06-01,Wildfire,CA3527111997419950601
CAMP,5618,1988-07-17,Wildfire,CA3527812039719880717
BECK,1748,2006-07-11,Wildfire,CA3528111983720060711
LAS PILITAS,75841,1985-07-01,Wildfire,CA3528712050619850701
RANGE,2473,2005-05-25,Wildfire,CA3530711675720050525
CALIENTE,1246,2003-06-17,Wildfire,CA3531111866520030617
LOKERN,46139,1997-05-19,Prescribed Fire,CA3531811949919970519
MIDWAY,7785,1995-08-15,Wildfire,CA3532711950019950815
ELK HILLS 2,5376,1993-05-10,Wildfire,CA3532811956919930510
POZO,1347,2010-08-21,Wildfire,CA3532912032020100821
CUESTA,2415,2015-08-17,Wildfire,CA3533812062720150817
JAWBONE COMPLEX,12211,2012-08-10,Wildfire,CA3534111823820120810
FIFTY-EIGHT,94698,1996-08-15,Wildfire,CA3534412027619960815
AIRPORT 2,1059,1996-08-08,Wildfire,CA3535211954719960808
GARLOCK 2,1535,1998-08-01,Wildfire,CA3536311779319980801
WELLS,1841,2011-08-28,Wildfire,CA3536411577420110828
PILITAS,1056,1987-08-04,Wildfire,CA3536512051719870804
BRECK,3475,1998-07-08,Wildfire,CA3537111878719980708
PARKHILL,1795,2015-06-20,Wildfire,CA3537112044520150620
BRECKENRIDGE,2447,1994-05-30,Wildfire,CA3537611880519940530
UNNAMED,1513,1986-05-19,Unknown,CA3538011881119860519
HALLORAN,1044,2005-08-03,Wildfire,CA3539211577520050803
41,48441,1994-08-14,Wildfire,CA3539212068319940814
BRECKENRIDGE COMPLEX,27229,2011-09-10,Wildfire,CA3539511864020110910
MESA COMPLEX,5492,1996-05-23,Wildfire,CA3539611888419960523
TWISSELMAN,6009,1984-08-19,Wildfire,CA3539611983319840819
TARINA,1257,2017-06-30,Wildfire,CA3539711882220170630
HILL,1900,2017-06-26,Wildfire,CA3539712049820170626
COTTONWD 2,2437,1997-05-08,Wildfire,CA3539811876919970508
TARINA,4972,2018-08-03,Wildfire,CA3540011877020180803
BRECKENRIDGE,1335,1998-09-02,Wildfire,CA3540711879119980902
COTTONWOOD,2386,2006-08-05,Wildfire,CA3541611826720060805
PARKHILL,1258,2003-07-20,Wildfire,CA3541612046820030720
UNNAMED,2908,1994-07-03,Wildfire,CA3542712003119940703
BASIN,1051,2003-07-23,Wildfire,CA3543011843920030723
HIGHWAY 58,1393,2002-07-19,Wildfire,CA3543312052720020719
CANYON,3486,1996-06-04,Wildfire,CA3543511876119960604
UNNAMED,1075,1996-06-08,Wildfire,CA3543811731619960608
ADELAIDE,1054,1985-05-03,Wildfire,CA3544311877719850503
CHISPA,9869,1989-07-27,Wildfire,CA3545012054919890727
RICH BAR COMPLEX,2209,1999-09-08,Wildfire,CA3545111876719990908
RICH BAR,8141,1985-06-28,Wildfire,CA3545811870719850628
CHOCKTAW,10235,1997-08-19,Wildfire,CA3545911887919970819
HAVILAH,1413,1988-08-11,Wildfire,CA3547311855319880811
LUCAS COMPLEX,9130,1994-06-27,Wildfire,CA3547311869919940627
ROUND MOUNTAIN,2506,1996-06-17,Wildfire,CA3547911890919960617
TWISSLEMAN,1823,1988-06-19,Wildfire,CA3547911989719880619
ROCKY,1837,1995-07-17,Wildfire,CA3548111875119950717
UNNAMED,1435,1993-06-14,Wildfire,CA3548112026719930614
UNNAMED,1756,1988-07-11,Wildfire,CA3548311871319880711
KINGS,3131,2000-08-01,Wildfire,CA3549111846320000801
PIUTE,36251,2008-06-28,Wildfire,CA3549511834020080628
UNNAMED,1059,1984-06-21,Unknown,CA3549911888619840621
ANTELOPE,5262,2011-06-19,Wildfire,CA3550411987920110619
PIUTE COMPLEX,1492,2012-08-04,Wildfire,CA3552511846520120804
POSO,2261,1997-08-10,Wildfire,CA3552511899719970810
GARDEN,1481,2017-07-30,Wildfire,CA3553111864820170730
GRANITE,1445,1997-05-22,Wildfire,CA3553711895319970522
PINE,1898,2005-09-21,Wildfire,CA3553911883420050921
UNNAMED,1855,1993-08-01,Wildfire,CA3554811897419930801
AERA,2063,1998-07-11,Wildfire,CA3554811897419980711
CANYON,11064,2010-09-12,Wildfire,CA3555411854220100912
CALL BOX,1610,1992-05-24,Wildfire,CA3557011859019920524
HIGHWAY,1692,2017-06-18,Wildfire,CA3557211858220170618
BODFISH,23189,1984-07-07,Wildfire,CA3557911838819840707
BOREL,2760,1996-08-01,Wildfire,CA3558911856419960801
UNNAMED,1208,1992-07-29,Wildfire,CA3558912020619920729
UNNAMED,1591,1994-06-24,Wildfire,CA3559312038819940624
QUAIL COMPLEX,1997,2017-07-06,Wildfire,CA3560211908420170706
BOREL,3490,2002-06-15,Wildfire,CA3560711850020020615
CARO,1314,2005-07-03,Wildfire,CA3560911986420050703
WOODROW,1118,1984-05-26,Wildfire,CA3561111844619840526
ERSKINE,48066,2016-06-23,Wildfire,CA3561311846620160623
JACKS,5342,1997-08-09,Wildfire,CA3562311808819970809
BROWN,1350,2007-06-20,Wildfire,CA3562411976820070620
46,4654,1995-06-01,Wildfire,CA3562411978919950601
SHERWOOD,1206,1995-05-29,Wildfire,CA3562811905219950529
COVE,1420,2011-05-27,Wildfire,CA3564111839020110527
NICOLLS,1840,2014-07-11,Wildfire,CA3564211814820140711
LAKELAND,2717,1994-06-14,Wildfire,CA3564211844219940614
CHIMNEY,46950,2016-08-13,Wildfire,CA3567012100420160813
GILBRETH,4685,1996-07-19,Wildfire,CA3567411959619960719
GILBREATH,1373,1995-07-28,Wildfire,CA3568811961119950728
NET,1551,2006-08-03,Wildfire,CA3568812008020060803
UNNAMED,1757,1998-08-15,Wildfire,CA3568911960919980815
DAVIS,2182,2002-06-09,Wildfire,CA3568912021220020609
TOWER,1536,1997-07-04,Wildfire,CA3569011841219970704
NINE,1240,2005-07-09,Wildfire,CA3569311842220050709
UNNAMED,2319,1988-07-02,Wildfire,CA3570411999419880702
GOOSE,1667,1996-07-04,Wildfire,CA3570511963519960704
INDIAN,1901,2010-07-18,Wildfire,CA3570811796820100718
SHIRLEY,2793,2014-06-13,Wildfire,CA3571711855520140613
UNNAMED,1188,1997-06-09,Wildfire,CA3572112001719970609
WAY,3947,2014-08-18,Wildfire,CA3572611847920140818
ORCHARD,22309,1993-06-20,Wildfire,CA3574012007419930620
UNNAMED,3963,1988-07-02,Wildfire,CA3574212003519880702
CEDAR,29191,2016-08-16,Wildfire,CA3574511858420160816
WHITE BLANKET,2564,1994-06-21,Wildfire,CA3574711817719940621
JAMES,2078,2007-04-29,Wildfire,CA3574911839820070429
QUINN,3256,2011-06-21,Wildfire,CA3575211893120110621
CALDWELL,1518,2017-09-01,Wildfire,CA3575611840320170901
DEVIL,1135,2006-06-04,Wildfire,CA3575711999720060604
SIERRA,1151,1996-06-24,Wildfire,CA3576311840619960624
FAY,10177,1987-08-30,Wildfire,CA3576511828619870830
UNNAMED,3020,1984-06-28,Unknown,CA3576612075519840628
UNNAMED,1279,2005-06-22,Wildfire,CA3576812083120050622
CAMP ROBERTS,4442,2016-05-18,Wildfire,CA3577412082220160518
SAND 2,1089,2010-07-16,Wildfire,CA3578311796620100716
PARKFIELD,1871,2017-07-09,Wildfire,CA3579412067920170709
TURKEY,2317,2018-08-06,Wildfire,CA3580012036020180806
STORMY,23157,1990-08-05,Wildfire,CA3580411852619900805
HWY 33 II,3354,1996-05-22,Wildfire,CA3580712001619960522
UNNAMED,1601,2000-06-16,Wildfire,CA3580712081720000616
KINGSTON,3739,2005-07-22,Wildfire,CA3581011591620050722
BULL,17238,2010-07-26,Wildfire,CA3581211845020100726
UNNAMED,8950,1998-06-11,Wildfire,CA3581412079719980611
UNNAMED,9220,1999-06-11,Prescribed Fire,CA3581412079719990611
BALES,1017,2010-06-04,Wildfire,CA3582111899420100604
ALPAUGH,1501,2006-05-27,Wildfire,CA3582111951120060527
UNNAMED,6738,2008-06-06,Unknown,CA3582312079520080606
UNNAMED,1820,2000-06-24,Wildfire,CA3583012079620000624
TURKEY,2707,2012-07-09,Wildfire,CA3583412025220120709
UNNAMED,1825,2000-06-16,Unknown,CA3583612077320000616
CHIMNEY,1477,2016-06-01,Wildfire,CA3584111804120160601
YORK,1022,1994-06-12,Wildfire,CA3585112017919940612
UNNAMED,7265,1985-08-03,Wildfire,CA3585712139119850803
UNNAMED,1519,1985-07-17,Wildfire,CA3586112056119850717
BRYSON,3705,2009-08-26,Wildfire,CA3586312104320090826
GOLDLEDGE,4168,2007-06-03,Wildfire,CA3587811842820070603
UNNAMED,1586,2003-07-03,Unknown,CA3589512121720030703
FLAT TOP,6693,1984-05-25,Wildfire,CA3589912013419840525
GARZA,48404,2017-07-10,Wildfire,CA3589912026320170710
HWY 41,5214,1996-05-01,Wildfire,CA3590111999919960501
LOWES,2708,1985-07-02,Wildfire,CA3590312056319850702
BASHAM,1338,1994-06-24,Wildfire,CA3590412071619940624
UNNAMED,4615,2000-08-11,Wildfire,CA3590912120220000811
UNNAMED,3427,2002-06-14,Wildfire,CA3591512120920020614
UNNAMED,1122,2015-06-18,Unknown,CA3591512123420150618
UNNAMED,1862,1997-07-18,Unknown,CA3591512124019970718
TURKEYTR,1178,1992-06-12,Wildfire,CA3591911943419920612
UNNAMED,1205,2003-08-20,Unknown,CA3591912122720030820
JOLON,1579,1992-06-04,Wildfire,CA3592012099119920604
PIXLEY,1346,1993-06-14,Wildfire,CA3592211936519930614
UNNAMED,2011,2015-06-26,Unknown,CA3592312117920150626
PLASKETT 2,5825,2000-07-22,Wildfire,CA3592412141420000722
CHINA LAKE,10165,2005-07-18,Wildfire,CA3592511748620050718
UNNAMED,2252,2003-07-03,Unknown,CA3592612117620030703
UNNAMED,10235,1992-08-21,Wildfire,CA3592712121419920821
TAR,5399,2007-08-10,Wildfire,CA3592812029720070810
UNNAMED,23122,1984-06-28,Unknown,CA3592912123419840628
MANTER,76158,2000-07-22,Wildfire,CA3593011818220000722
STAGE,1179,2002-06-22,Wildfire,CA3593111892520020622
UNNAMED,5341,1998-08-06,Wildfire,CA3593312117019980806
UNNAMED,39070,2005-08-25,Wildfire,CA3593312121920050825
UNNAMED,1595,2003-05-24,Unknown,CA3593612115120030524
RANGE,2088,2017-06-05,Wildfire,CA3594712117020170605
PATTERSON VMP,1188,2005-09-24,Prescribed Fire,CA3594812103020050924
UNNAMED,14899,1996-05-28,Wildfire,CA3595212127819960528
UNNAMED,1798,2015-06-26,Unknown,CA3595412126920150626
BULL ROCK,1163,2017-06-29,Out of Area Response,CA3595812127020170629
WILD,24439,1996-10-07,Wildfire,CA3595912138819961007
SLICKROCK,2451,1992-08-17,Wildfire,CA3596512134519920817
UNNAMED,1061,2015-06-18,Unknown,CA3597112115720150618
PEANUT,3774,2015-06-11,Wildfire,CA3597112126920150611
UNNAMED,1220,2008-08-09,Unknown,CA3597412126720080809
UNNAMED,2849,2008-06-06,Unknown,CA3597712130220080606
UNNAMED,2072,1992-07-04,Wildfire,CA3598012129819920704
UNNAMED,1079,1997-06-09,Wildfire,CA3598111997419970609
SHANNON,2346,2007-06-03,Wildfire,CA3598411885320070603
MEADOW,4346,2016-10-30,Wildfire,CA3598611856520161030
UNNAMED,1595,1998-08-15,Wildfire,CA3598811997919980815
STONY,5838,2014-06-19,Wildfire,CA3598812128720140619
UNNAMED,2861,1998-07-21,Wildfire,CA3598812129919980721
UNNAMED,2711,2003-08-04,Wildfire,CA3598812130020030804
UNNAMED,1173,1993-09-02,Wildfire,CA3599111998819930902
BUTTE 2,1766,2006-07-05,Wildfire,CA3599211702520060705
BIG SANDY,3139,1985-07-06,Wildfire,CA3599412057519850706
SKYLINE,21694,1996-04-27,Wildfire,CA3600012004119960427
UNNAMED,2172,1987-07-07,Wildfire,CA3600012102719870707
UNNAMED,9044,2005-08-19,Wildfire,CA3600911763520050819
TULARE 4,1290,1985-07-12,Wildfire,CA3601111879719850712
STONY,5117,2016-06-02,Wildfire,CA3601612132120160602
CHALK,15420,2008-09-27,Wildfire,CA3601612146820080927
UNNAMED,1752,2002-07-25,Wildfire,CA3602012003120020725
GOLDEN,2062,2007-04-14,Wildfire,CA3602211662320070414
WIZARD,8561,1985-06-05,Wildfire,CA3602412138219850605
UNNAMED,1792,1998-07-30,Wildfire,CA3602712010519980730
ROADRUNNER,2436,2017-07-30,Wildfire,CA3602811896220170730
PARK,1792,2017-07-17,Wildfire,CA3603212047720170717
UNNAMED,1676,2008-08-26,Unknown,CA3603411887520080826
ANDREWS,5071,1985-07-06,Wildfire,CA3603712055919850706
ROCK 2,1082,2007-07-06,Wildfire,CA3604211878120070706
SULPHUR SPRINGS,1875,2002-07-10,Wildfire,CA3604212123920020710
RICO,11807,2006-07-22,Wildfire,CA3605012069320060722
UNNAMED,4433,2013-08-23,Unknown,CA3605012127120130823
UNNAMED,10420,1984-06-28,Unknown,CA3605012129319840628
BOEKENOOGEN RI,1008,2002-10-18,Prescribed Fire,CA3605212108120021018
KIRK COMPLEX (HARE),43054,1999-09-13,Wildfire,CA3605412146419990913
UNNAMED,1037,1993-08-01,Wildfire,CA3606012009619930801
COYOTE,1386,2006-07-20,Wildfire,CA3606111889420060720
CHOLOLLO,2850,1996-08-18,Wildfire,CA3606311866419960818
CHERRY,41654,1985-07-08,Wildfire,CA3606512116519850708
GORDA-RAT,52474,1985-07-06,Wildfire,CA3606612146119850706
HAPPY,5987,2000-07-22,Wildfire,CA3606711705920000722
MCNALLY,146540,2002-07-21,Wildfire,CA3606711840020020721
JAYNE,4676,2017-04-20,Wildfire,CA3606812023620170420
FK 1817,1462,1984-03-29,Wildfire,CA3607412018819840329
PGE 13,1591,1993-05-10,Wildfire,CA3607712012919930510
CURRY,2837,2016-07-02,Wildfire,CA3608212045920160702
SLATE,2121,2016-10-04,Wildfire,CA3608411857220161004
MINERAL,6852,2016-08-09,Wildfire,CA3608912052220160809
SCHAEFFER,16100,2017-06-24,Wildfire,CA3609911841220170624
CRAG WFU,1443,2005-07-24,Wildland Fire Use,CA3610811818320050724
COLEMAN,2880,2016-06-04,Wildfire,CA3611312128920160604
ALBANITA AND HOOKER,4946,2003-09-03,Wildfire,CA3611811821020030903
ELM 2,10765,2017-05-18,Wildfire,CA3611812036120170518
ALMAZAN,2134,2006-05-13,Wildfire,CA3612012040220060513
CLOVER,14778,2008-05-31,Wildfire,CA3613311808420080531
BASIN COMPLEX (INDIANS),59095,2008-06-08,Wildfire,CA3613612137820080608
BRODER WFU,3484,2006-07-26,Wildfire,CA3614511817320060726
GEORGE,1876,2012-06-01,Wildfire,CA3614911850520120601
LION COMPLEX (GRANITE),1737,2009-07-21,Wildfire,CA3615311821420090721
PIER,36626,2017-08-29,Wildfire,CA3615911869620170829
PHELPS,1661,2006-10-25,Wildfire,CA3615912025120061025
COFFEE,2250,1997-09-24,Wildfire,CA3616211875819970924
LION COMPLEX (LION),3308,2009-06-30,Wildfire,CA3616811829320090630
DEEP,3371,2004-08-12,Wildfire,CA3617411872220040812
UNNAMED,2603,1996-05-12,Unknown,CA3619712028419960512
FISH,2141,2013-08-23,Wildfire,CA3620811844420130823
UNNAMED,1460,1996-05-12,Unknown,CA3620812037719960512
UNNAMED,1219,1984-06-28,Unknown,CA3620812105219840628
LINDSAY,1005,1988-06-22,Wildfire,CA3621211899819880622
BASIN COMPLEX,164537,2008-06-21,Wildfire,CA3621212157820080621
SUMMIT COMPLEX,6370,2003-08-27,Wildfire,CA3621511813520030827
MOUNTAINEER FIRE,1313,2018-10-13,Wildfire,CA3622011858020181013
ALDER,5221,2018-10-04,Wildfire,CA3622011862020181004
SECO,2684,1992-08-01,Wildfire,CA3622012145819920801
DERRICK,1613,2017-07-03,Wildfire,CA3622112046120170703
SAGE FLAT,1454,1996-07-15,Wildfire,CA3622211804719960715
JACOBSON,1672,2016-10-21,Wildfire,CA3622311855820161021
SECO,2094,1985-07-02,Wildfire,CA3622712144019850702
NUNEZ,1584,1987-05-19,Wildfire,CA3623312044519870519
GATOS,1007,2004-07-11,Wildfire,CA3623712057320040711
CABIN,7224,2015-07-19,Wildfire,CA3624611854720150719
INDIAN,2448,2017-08-03,Wildfire,CA3624711830320170803
NORTH FORK,1896,2000-08-03,Wildfire,CA3625712072920000803
HIDDEN,2315,2016-11-02,Wildfire,CA3625811864820161102
SUR,4214,1996-10-18,Wildfire,CA3625912173919961018
OIL FIELDS,1136,1984-05-25,Wildfire,CA3626012031719840525
UNNAMED,1013,1992-08-05,Wildfire,CA3626512166519920805
LION,17671,2011-07-08,Wildfire,CA3626811851120110708
UNNAMED,1225,1984-06-28,Unknown,CA3626912129019840628
LION,18576,2017-09-25,Wildfire,CA3627011849820170925
KIRK COMPLEX (FIVE),36162,1999-09-09,Wildfire,CA3627912162519990909
GROUSE,1073,2007-08-27,Wildfire,CA3628511842820070827
MOLERO II,2407,1989-07-08,Wildfire,CA3629012181919890708
UNNAMED,1821,1997-05-31,Wildfire,CA3629712113219970531
STATECA 17,2170,1987-05-14,Wildfire,CA3630012029019870514
RANCHO,5566,1993-08-01,Wildfire,CA3630012144819930801
BLUE RIDGE,1169,2000-10-02,Prescribed Fire,CA3630911886720001002
BLUE RIDGE,1566,1984-08-21,Wildfire,CA3631411886919840821
SHOTGUN,1286,2009-06-17,Wildfire,CA3632211853320090617
MAGGIE,3721,2006-07-09,Wildland Fire Use,CA3632311850620060709
KAWEAH-KERN COMPLEX (WEST KERN),7359,2003-08-24,Wildland Fire Use,CA3633511841320030824
GROUSE VMP,1675,1988-09-01,Prescribed Fire,CA3633511885119880901
GRANITE VMP,1287,2001-10-11,Prescribed Fire,CA3633711886620011011
COONEY WFU,1793,2003-08-01,Wildland Fire Use,CA3634711853120030801
PINEY CREEK,1594,1985-06-10,Wildfire,CA3634812146719850610
BOTTCHER,2682,1986-11-06,Wildfire,CA3635212179519861106
UNNAMED,1864,1989-07-28,Wildfire,CA3636112107019890728
UNNAMED,1232,2002-07-16,Wildfire,CA3636912148720020716
RIVER,4615,1986-11-06,Wildfire,CA3637812142519861106
LOSGATOSIV,20357,1985-07-06,Wildfire,CA3637912058319850706
TASSAJARA,1085,2015-09-19,Wildfire,CA3639412158320150919
BAR-O,2987,1984-08-29,Wildfire,CA3640611884819840829
EDEN,1805,2018-10-04,Wildfire,CA3641011873720181004
